From,To,Volume,Cost
531,532,9545.536452,2.85724673
531,573,1183.03,3.456480197
531,574,2869.962746,3.240036291
532,531,8558.840075,2.45013454
532,533,8740.82733,2.299531124
532,569,4943.724789,3.431115584
532,574,1700.133288,2.302835046
533,498,7454.397236,2.076851478
533,532,7402.072511,1.93977584
533,568,4066.377254,1.402250282
533,569,1447.666146,3.01730124
534,515,2657.14,1.750040903
534,543,3583.39,3.973794362
534,933,5468,11.5300375
535,438,6041.927267,9.368514012
535,486,10095.92504,0.553235097
535,487,4441.46,4.39457026
536,438,7248.139088,3.582024321
536,537,4936.319559,3.808215408
536,615,1815.706567,1.744794378
537,399,4619.194691,4.905024276
537,536,6270.795051,4.546612974
537,608,2072.881853,3.427737669
537,610,9081.2792,1.737937016
538,409,7208.715767,2.479040417
538,474,2347.72,3.463866241
538,699,5988.856986,0.499654406
538,704,3997.717114,4.354072116
539,409,3017.51,3.019097046
539,483,6584.971058,4.955788601
539,694,7348.498051,1.099945608
539,704,1831.07,4.978844309
540,438,1580.283172,1.750736526
540,583,7136.81,3.280046536
540,622,1514.404202,1.848885569
541,526,2674.9,0.480111756
541,582,1157.886571,5.916291382
541,902,987.02,8.200134294
542,527,774.2167667,0.674755044
542,902,5991.3,4.363587868
542,903,3373.53,6.31833308
543,527,4469.663233,5.700312051
543,534,3021.790007,3.704128224
543,903,739.68,1.436692112
544,515,1205.07,0.302811317
544,903,1694.31,5.531967551
544,904,1990.05,3.363014695
545,523,5558.807138,0.149939127
545,524,2652.2,4.621087827
545,577,3386.890417,3.961735159
545,580,3743.035423,1.716709944
546,526,1213.899652,3.354536561
546,527,0,4.3698712
547,1,3529.15,0.0345068
547,548,2097.522759,3.430369079
547,549,4620.836103,5.800800892
547,621,3542.457241,3.027949089
548,2,4984.04,0.0345068
548,547,1714.758043,3.365708961
548,550,3556.66,5.977202411
548,552,2359.7,4.845214923
548,618,3991.432478,3.640472935
549,3,7826.03,0.0345068
549,547,3836.84,5.372939691
549,550,3759.45,3.500216189
549,551,7797.126103,4.374853546
550,4,7976.31,0.0345068
550,548,2828.049719,5.942337924
550,549,3536.95,3.46616638
550,551,5992.772126,5.711469558
550,552,1791.959309,8.651737893
550,553,3133.28174,4.371509297
550,560,3187.767874,6.062168548
551,5,15357.14,0.0345068
551,495,3133.649232,4.849038379
551,549,4966.13,4.341070553
551,550,4069.78564,5.382861571
551,563,19526.46823,3.588592412
552,6,6888.67,0.0345068
552,435,5704.168884,1.287057
552,548,1800.93,4.67488293
552,550,1620.23,8.402620115
552,553,4601.611104,4.707199647
552,618,4221.46,4.776838277
552,619,3167.012604,4.932372374
553,7,8530.26,0.0345068
553,496,5311.723856,1.478539286
553,550,3108.840002,4.35986239
553,552,4897.656229,4.723841446
553,560,5188.960364,4.192919157
554,8,7431.62,0.0345068
554,435,3529.000075,4.223389715
554,437,5150.102277,0.917047956
554,614,3392.732804,5.828466159
554,619,2750.664313,6.174489607
554,622,2344.248309,7.578621269
554,625,5158.9,3.613779626
555,9,6540.09,0.0345068
555,556,3356.688658,6.520813453
555,622,4729.326004,5.910260266
555,624,7227.781808,3.943398423
555,625,4862.449655,1.628179122
556,10,10542.22,0.0345068
556,437,2192.753972,7.410122646
556,496,5690.590014,4.199630946
556,555,4878.767813,6.653357647
556,557,5925.48,6.648056375
556,560,4891.142219,6.914010818
556,624,955.9917952,10.59675607
557,11,8250.22,0.0345068
557,490,2744.25,3.736282079
557,556,6232.423699,6.785347065
557,558,5246.83419,4.790376961
557,559,4210.92,6.038546311
557,624,1486.33,9.851214002
557,630,4267.23,3.854441037
558,12,6462.53,0.0345068
558,491,3830.5,3.351759617
558,557,3934.84,4.294207608
558,560,5423.211408,6.152074003
558,561,5386.764193,4.406652171
559,13,10388.03,0.0345068
559,491,8746.995938,0.924620564
559,557,3145.73358,5.838391093
559,562,3804.131689,5.773947222
559,566,3870.509185,4.714267818
559,631,1244.105993,6.234132881
560,14,12641.26,0.0345068
560,495,6992.315231,1.104903446
560,550,2887.505126,5.880013481
560,553,4116.72,4.110529766
560,556,4145.598452,6.343617791
560,558,5209.72,5.848935691
560,561,6525.711508,4.559737431
561,15,9689.57,0.0345068
561,492,7214.911208,3.369301207
561,494,7408.904493,1.072147554
561,558,2793.996887,4.356742477
561,560,3560.79,4.485573665
562,16,22380.62,0.0345068
562,492,7476.120519,0.554479128
562,493,7567.851689,1.297043069
562,559,0,5.7653728
562,563,0,5.7050348
562,567,6976.328641,3.32376487
563,17,22236.62,0.0345068
563,494,6093.893993,2.46637615
563,551,12461.36487,3.238445284
563,562,0,5.7050348
563,564,18319.5709,2.309335989
564,18,17801.1,0.0345068
564,493,14721.35329,1.661457519
564,563,20096.93467,2.35818869
564,565,11100.78866,2.347437835
565,19,5082.51,0.0345068
565,564,19236.50707,3.374249921
565,568,8468.59279,2.218825776
565,569,997.0458744,6.672103926
566,20,7120.37,0.0345068
566,500,4875.152921,2.257794893
566,559,4680.664472,4.769756958
566,567,2717.674385,5.60304473
566,631,816.46,7.425938698
567,21,4959.05,0.0345068
567,499,6190.573027,1.635076647
567,562,12165.52052,3.777383568
567,566,1074.34,5.533692113
568,22,4832.92,0.0345068
568,533,4429.463306,1.435976909
568,565,15104.26717,2.924557475
568,574,4893.746644,3.165136842
569,23,15381.26,0.0345068
569,499,9468.857338,2.476564653
569,532,2856.900852,3.055367559
569,533,890.1,3.014608934
569,565,4954.989897,7.003340017
569,570,1508.552061,5.696288672
569,572,2429.061719,8.323656225
569,573,1467.33,5.214950559
570,24,6881.59,0.0345068
570,500,6139.035357,2.093451418
570,569,2089.291957,5.698061972
570,571,868.29,6.636956207
570,572,2392.178281,5.438811822
571,25,6682.74,0.0345068
571,501,5528.88226,2.916398687
571,570,1551.68,6.69979701
571,572,3735.946148,6.044098707
571,631,2274.789579,8.573367019
571,632,2214.180313,8.605261029
571,634,786.8846285,6.473569353
571,637,2224.214853,4.685556196
572,26,12527.55,0.0345068
572,569,4123.634506,10.33206028
572,570,4394.233296,5.734847026
572,571,5079.689002,6.359734906
572,573,4632.24,5.205342149
572,576,3646.002613,4.316518346
572,637,2236.656187,7.214985792
573,27,6312.42,0.0345068
573,528,2275.68,5.854759491
573,531,1510.88,3.467598149
573,569,5883.3,5.918029942
573,572,5806.177274,5.484273079
573,577,1874.1,5.032615679
574,28,10392.15,0.0345068
574,531,1174.8,3.045599702
574,532,4139.015667,2.45543763
574,568,13354.60708,3.318991844
574,575,3669.319932,4.989267811
575,29,13164.21,0.0345068
575,528,2969.58,0.965940803
575,530,3226.08,2.9118335
575,574,14565.69,5.488970812
575,580,961.53,6.199206107
575,581,3461.99,4.226701984
576,30,4471.18,0.0345068
576,572,6597.86833,4.523898182
576,577,1261.04,6.652593787
576,578,1370.402613,6.687333109
576,637,2224.909676,6.01349252
576,643,2356.901263,3.798004459
577,31,4484.93,0.0345068
577,530,5195.7,3.334202397
577,545,2238.35,3.736500261
577,573,5773.973846,5.486109658
577,576,1842.346571,7.190431709
577,578,2732.42,4.73993673
578,32,5029.56,0.0345068
578,507,145.9449466,8.29637155
578,524,1492.822613,4.783629008
578,576,2366.103677,8.340629253
578,577,4947.22,4.832053269
578,579,947.25,7.475709967
578,580,1165.92,6.547296111
578,643,5900.19479,3.915977451
578,645,1382.695053,5.978436444
579,33,3358.86,0.0345068
579,578,1626.23,7.898103769
579,580,3158.527138,4.372561934
579,582,1625.73,6.280256429
579,647,2730.21,3.642735085
579,656,1580.72,6.846332836
580,34,4917.44,0.0345068
580,545,3984.223709,1.76566168
580,575,3211.25,6.57314283
580,578,1216,6.555590028
580,579,1866.05,4.354952227
580,581,180.62,9.937738922
580,582,2198.14,6.776356177
581,35,4029.96,0.0345068
581,575,6457.31,4.246172534
581,580,130.55,9.936602561
581,582,1589.94,6.948642851
582,36,6027.78,0.0345068
582,541,661.78,5.880776367
582,579,1416.31,5.83359312
582,580,1954.021149,6.719564247
582,581,3419.54,6.990661205
582,660,2434.84,6.24945317
583,37,7136.81,0.0345068
583,540,1148.81,0.591490288
584,38,2425.38,0.0345068
584,394,546.1263366,6.221958416
584,395,1772.880014,4.073269343
584,586,1846.8,6.368628913
584,588,2362.222477,6.966782362
584,605,474.09,8.291976133
584,710,799.1231455,6.258268937
584,712,410.43,7.670265491
584,768,230.77,10.38913931
584,808,48.21,10.89093634
585,39,4548,0.0345068
585,401,7102.007048,2.240582757
585,586,1098.833448,4.142826251
585,587,4245.519294,4.921216694
585,771,1887.810262,4.093258082
586,40,1047.44,0.0345068
586,584,1102.05,6.332025747
586,585,2677.405034,4.513598725
586,588,2370.1781,4.580114881
586,772,1750.080302,4.011238972
587,41,11211.12,0.0345068
587,400,1191.185773,5.172571786
587,585,1737.663033,4.75200573
587,588,423.94,4.849577683
587,592,3470.646086,5.550255273
587,604,3258.401921,4.699919825
588,42,1350.81,0.0345068
588,397,3936.357745,4.462778458
588,584,1002.683145,6.265722358
588,586,1010.796855,4.557905365
588,587,1750.512832,4.854700538
589,43,6471.88,0.0345068
589,590,2713.769022,4.68846617
589,591,5381.832072,4.28937283
589,594,1935.97778,6.036964235
589,775,906.8950855,5.10978969
590,44,6938.15,0.0345068
590,401,5796.153343,2.135259023
590,589,4464.733565,5.25076533
590,592,5173.995074,4.448033006
590,776,1283.44997,4.885052307
591,45,5349.17,0.0345068
591,441,5678.74,3.648807826
591,589,3834.505762,3.914740118
591,592,2749.730978,4.775299441
591,608,2699.095086,5.616709101
591,613,5272.717386,4.590318564
592,46,6643.03,0.0345068
592,587,2219.646287,5.495736956
592,590,1728.871459,4.402597969
592,591,4671.889337,5.092105155
592,608,4058.890365,5.175439129
592,609,2025.27,5.47819121
593,47,5051.92,0.0345068
593,429,543.16,2.43003628
593,431,1348.48,1.299740555
593,594,2171.049022,4.665595634
593,595,2583.867532,4.493832603
594,48,6847.96,0.0345068
594,427,2331.33778,1.462423101
594,589,1709.509022,5.354907921
594,593,2605.629263,4.674705073
594,596,2677.538892,5.187807146
595,49,3737.49,0.0345068
595,432,1976.77,3.244293931
595,593,1826.02,4.35371013
595,596,2884.825492,4.487832616
595,612,620.66,7.210177733
595,617,2018.063728,5.50309541
596,50,5346.46,0.0345068
596,441,6118.940559,0.889210946
596,594,2343.02,5.005519229
596,595,3569.814466,4.868614093
596,612,3306.411718,5.274263079
596,613,421.8745568,6.672115616
597,51,934.1,0.0345068
597,431,751.27,3.007684761
597,599,826.03,4.648052945
597,778,0,10.8054348
598,52,2590.05,0.0345068
598,599,1574.367361,4.355166873
598,616,942.802639,4.608277702
598,620,1987.846103,4.085982006
599,53,3683.05,0.0345068
599,432,3257.918035,1.4473512
599,597,409.12,4.646071659
599,598,2629.966103,4.370058287
599,616,808.89,5.993918069
599,617,1490.483223,5.318587312
600,54,668.91,0.0345068
600,395,2489.032281,1.44536472
600,601,813.44,3.910615269
600,602,3261.139541,3.468381216
600,605,2527.07,3.810528956
601,55,1209.84,0.0345068
601,394,675.3977194,2.646447739
601,600,1094.814761,4.021303956
601,603,958.8568121,4.097720047
601,716,788.05,5.290812427
602,56,2219.89,0.0345068
602,600,3930.73752,3.516651927
602,603,1632.009541,3.957878352
602,607,2126.14,4.816337299
602,671,2737.1,5.099587111
603,57,1436.87,0.0345068
603,601,494.6224804,4.006956498
603,602,1983.46752,3.976642963
603,672,1719.098798,4.211528512
603,718,912.1275545,4.523932436
604,58,9931.42,0.0345068
604,397,813.51,1.325228568
604,399,7243.825091,3.95906625
604,587,3793.271173,5.088340088
604,605,1897.25,4.257754901
604,606,2639.68,3.99009207
605,59,3733.02,0.0345068
605,584,281.89,8.281406597
605,600,1295.11,3.777177263
605,604,4855.98,6.478047981
605,607,476.12,5.602689718
606,60,3521.2,0.0345068
606,403,2590.935594,6.680148006
606,604,4413.799984,5.217524388
606,607,1872.04,4.254995064
606,675,2913.864422,6.985721923
607,61,3311.49,0.0345068
607,602,1511.24,4.688669259
607,605,517.91,5.603749806
607,606,4212.57,5.492235202
607,676,595.05,9.061636766
608,62,3584.99,0.0345068
608,537,5510.18541,3.917908088
608,591,2466.876544,5.533016088
608,592,1851.195309,4.510546172
608,609,2670.945086,4.55116893
608,613,2767.564955,4.50698459
609,63,5998.59,0.0345068
609,399,3531.61,0.943112099
609,400,0,6.8203076
609,592,1533.71,5.259670908
609,608,3466.47,4.585896658
609,611,2840.667785,4.369492882
610,64,16119.51,0.0345068
610,537,5367.822168,0.945117817
610,611,2433.214914,3.850813932
610,615,6724.038411,4.553470336
610,679,5059.367544,5.154652464
611,65,3350.44,0.0345068
611,403,801.14,2.172425236
611,609,1111.670057,3.920845036
611,610,6000.686416,4.246224105
611,680,3663.11,4.742990715
612,66,4453.03,0.0345068
612,440,2326.538659,3.458649907
612,595,598.04,7.205893889
612,596,2610.946915,4.702082141
612,614,3086.033387,4.426204961
612,617,4865.185534,5.097446423
613,67,4951.15,0.0345068
613,440,1976.078347,2.183255123
613,591,2220.097969,3.911158986
613,596,108.49653,6.211161312
613,608,1081.92,4.416861213
613,615,6780.667464,3.819660294
614,68,6256.2,0.0345068
614,439,4656.900514,2.961580992
614,554,3321.076259,5.773836068
614,612,2096.05,4.376230609
614,619,3278.315612,6.422787644
614,622,2530.380056,6.342077544
615,69,9818.28,0.0345068
615,439,6152.226109,2.292730875
615,536,1592.160436,1.681485489
615,610,6662.49889,4.544583081
615,613,2480.757742,3.707242059
615,622,4752.715728,6.659749667
616,70,3972.08,0.0345068
616,433,4366.840214,3.534743453
616,598,924.86,4.607265425
616,599,571.2621442,5.990416046
616,618,4456.143906,3.361163513
616,620,1492.966488,3.868765797
617,71,5049.64,0.0345068
617,433,1501.813906,1.530713725
617,595,1163.571752,4.857196118
617,599,773.1,4.702759472
617,612,3369.432777,4.642946593
617,619,5734.206094,3.485386572
618,72,9363.15,0.0345068
618,434,2652.687821,4.251473648
618,548,3160.678043,3.614771668
618,552,3660.212179,4.632999036
618,616,3837.666207,3.313757916
618,621,1293.885469,3.974330915
619,73,12063.87,0.0345068
619,434,5954.54499,0.694156638
619,552,2881.431028,4.929573159
619,554,2208.93,5.536324045
619,614,3289.370424,6.431631208
619,617,3687.18,3.448220715
620,74,3697.97,0.0345068
620,598,1498.96,4.044263169
620,616,1305.15,3.867481892
620,621,2875.716103,2.996665146
621,75,1766.45,0.0345068
621,547,3249.238059,3.006149714
621,618,2127.337241,4.042892925
621,620,3254.263512,3.208192798
622,76,8948.25,0.0345068
622,540,3876.841537,2.563916538
622,554,1749.614313,6.447949297
622,555,3217.19,5.20704389
622,614,969.890337,6.19965126
622,615,3761.446004,5.745943389
622,623,3728.706828,6.119099901
622,625,743.37,4.915238499
623,77,10913.16,0.0345068
623,622,4039.96472,6.485832955
623,624,2362.5,6.394140599
623,627,3139.446828,5.028937472
623,681,3939.323604,5.033250682
624,78,9450.82,0.0345068
624,555,6902.826082,3.741895365
624,556,878.3734568,10.26270882
624,557,1250.9,9.640312498
624,623,2872.853604,6.413585196
624,626,5050.36,4.590684189
625,79,4084.47,0.0345068
625,554,4375.057424,3.541362216
625,555,5018.102231,1.628714907
625,622,1125.42,4.939178615
626,80,10350.77,0.0345068
626,485,6337.4,1.977968175
626,624,7542.089539,4.801586936
626,627,4747.02,5.235625445
626,630,4576.404309,4.422409409
627,81,10419.29,0.0345068
627,484,4932.909306,2.185138639
627,486,5388.929282,2.461461688
627,623,4783.033215,5.366406721
627,626,4920.474193,5.237724986
628,82,6617.24,0.0345068
628,485,5967.039655,3.197106316
628,629,2724.109012,4.925378965
628,631,1737.568121,6.679457028
628,632,2669.693014,5.170619501
629,83,4164.95,0.0345068
629,479,3538.009357,2.824664124
629,484,2400,3.7251624
629,628,3607.920552,4.988656884
629,633,876.55,5.00755572
630,84,5615.88,0.0345068
630,489,1930.52,2.786222865
630,557,4328.544309,3.85653928
630,626,5251.11,4.436647833
631,85,10973.41,0.0345068
631,489,2687.258126,4.521254108
631,490,3864.338517,4.051312429
631,559,4475.271483,6.817869644
631,566,1640.868121,7.890373973
631,571,1900.017831,7.706168926
631,628,1745.80714,6.679552863
631,636,2548.474711,4.473465214
632,86,5541.66,0.0345068
632,502,1862.745147,2.331438782
632,571,2134.463617,8.507555374
632,628,4094.039103,5.44623338
632,633,2973.182862,4.660184913
632,636,2802.825844,5.274851662
633,87,5830.61,0.0345068
633,478,3285.842862,2.025336125
633,503,1434.22,3.622949589
633,629,4018.070897,5.154746557
633,632,4165.557652,4.697170061
634,88,4497.95,0.0345068
634,502,2105.987849,6.252346067
634,505,2392.48,1.557374705
634,571,2149.462391,7.711681736
634,635,3442.530137,4.519119403
634,637,3258.566543,5.760655687
635,89,2145.62,0.0345068
635,504,7653.266526,0.574904474
635,634,3059.66,4.315363557
635,640,466.1,3.782991282
635,705,3289.259443,4.428285859
636,90,2206.72,0.0345068
636,501,3438.790555,0.676894396
636,631,5684.820421,4.841494058
636,632,2460.349687,4.873388068
637,91,8261.77,0.0345068
637,571,4201.791535,5.974667185
637,572,2741.943852,7.995124756
637,576,1655.741263,5.955756463
637,634,2529.745509,5.618318466
637,644,2702.566124,4.662269707
638,92,1230.92,0.0345068
638,640,1099.53,7.136261867
638,642,1017.68,5.62974283
638,707,2703.298403,5.094585813
638,815,561.7715972,5.901037601
638,825,802.77,3.977496207
638,826,334.8,4.921818937
639,93,4488.75,0.0345068
639,505,4558.941154,2.596686255
639,506,2092.320353,1.842786154
639,640,624.4192424,3.62820974
639,641,775.87,4.872073861
640,94,357.15,0.0345068
640,635,1390.446389,5.79806479
640,638,390.46,6.853704906
640,639,1688.75,3.6800874
640,642,521.1780869,4.51025815
641,95,2498.61,0.0345068
641,639,2559.612662,4.877883166
641,642,1322.170758,3.665591625
641,646,1719.792103,4.019353012
641,648,490.88,5.45175124
642,96,468.33,0.0345068
642,638,1059.266418,5.631620316
642,640,1686.915233,4.840501281
642,641,1416.06,3.665879479
642,649,692.91,4.421368799
643,97,7196.6,0.0345068
643,576,3355.137757,4.424651802
643,578,3472.19,3.886736918
643,644,4514.927033,5.121350311
644,98,6973.45,0.0345068
644,506,5118.008087,3.113022716
644,637,5069.991023,5.316794011
644,643,3976.928737,5.091491215
644,646,2647.9193,5.391731267
645,99,4583.23,0.0345068
645,578,2787.3,6.016828998
645,646,4516.626586,4.756855707
645,647,2695.29,4.073450306
645,652,1928.52,3.916077795
646,100,4107.96,0.0345068
646,507,2264,2.696374721
646,641,2881.881913,4.034027758
646,644,3999.903637,5.569037185
646,645,3425.05,4.614361372
646,653,1379.917387,4.262712631
647,101,2787.21,0.0345068
647,524,3836.214613,1.668186265
647,579,2657.22,3.63944171
647,645,3031.731533,4.075338489
647,657,3497.58,4.26018923
648,102,2676.83,0.0345068
648,641,764.4436093,8.635234278
648,649,1116.286389,4.605148503
648,650,959.38,4.110727139
648,653,3108.740002,4.15832531
649,103,1692.02,0.0345068
649,642,1875.042807,4.909231429
649,648,1037.53,4.601880019
649,651,677.3,4.024839742
649,825,887.7335816,4.205790625
650,104,2159.55,0.0345068
650,453,597.64,3.788220185
650,648,1474.97,4.126225041
650,651,1091.23,4.49571007
650,655,1461.57,5.098865692
651,105,868.62,0.0345068
651,649,1403.73,4.159106979
651,650,1096,4.496126934
651,827,422.65,4.126319589
651,842,441.26,4.618947818
652,106,3338.87,0.0345068
652,452,2458.35,2.261425465
652,525,1870.27,2.620229178
652,645,4144.33,3.932188517
652,653,1944.35,4.434428296
653,107,2602.56,0.0345068
653,646,3453.430002,4.472620845
653,648,1940.58,4.083228187
653,652,2780.65,4.505817489
653,655,835.3873869,4.943531155
654,108,3288.06,0.0345068
654,451,1026.245472,1.890742631
654,452,4869.24,2.40545843
654,659,2218.14,4.951111563
654,662,2106.54,4.492582328
655,109,2867.13,0.0345068
655,451,2535.81,2.553715028
655,650,986.1841116,5.06577297
655,653,1548.63,5.040770441
655,663,648.31,4.50743816
656,110,4214.93,0.0345068
656,579,2465.997138,7.223713741
656,657,2704.83,5.778519444
656,658,2028.752862,4.919172206
656,660,2953.687846,4.462557933
657,111,5151.92,0.0345068
657,525,2196.153855,2.613531558
657,647,4197.156145,4.84321388
657,656,2524.467846,5.773970191
657,659,1678.48,5.347026361
658,112,3575.4,0.0345068
658,510,3341.850573,0.439018854
658,656,1737.66,4.897399287
658,659,801.5648049,5.679936244
658,661,2416.723304,3.737083795
659,113,5118.23,0.0345068
659,509,3720.775382,0.661126802
659,654,1844.5,4.941150815
659,657,1785.64,5.347060843
659,658,36.49461806,5.679560002
660,114,1529.23,0.0345068
660,582,3241.704577,6.69194592
660,656,2864.75,4.400416354
660,661,1117.27,4.73130883
660,902,4286.05,6.924489218
661,115,4279.3,0.0345068
661,512,1573.685423,0.657335689
661,658,2449.492516,3.737877068
661,660,1144.216731,4.731481267
661,902,2098.57014,8.253944311
662,116,2162.47,0.0345068
662,449,685.6245284,3.021373305
662,654,3207.435472,4.58251675
662,664,1586.73,3.918447651
662,667,830.67,5.519414489
663,117,533.27,0.0345068
663,449,1364.52,1.483105795
663,655,1346.04864,4.509016391
663,665,148.53,4.409604374
663,841,642.44,4.282732742
664,118,3764.94,0.0345068
664,448,1871.31,2.92417386
664,662,2462.28,3.960619687
664,669,3377.640881,4.039072329
664,849,624.57,6.05846707
665,119,1072.54,0.0345068
665,448,1645.048727,1.204844455
665,663,476.5564872,4.411659169
665,843,723.68,3.856711055
665,849,112.39,6.663220288
666,120,1520.72,0.0345068
666,510,754,4.169589875
666,521,1554.33,0.676837807
666,667,1246.17,4.905369898
666,668,354.93,4.297268444
667,121,3103.35,0.0345068
667,509,1966.45,5.154597174
667,662,912.2,5.523891124
667,666,1489.75,5.015667931
667,669,1412.24,4.438219137
668,122,1856.23,0.0345068
668,519,3348.722154,1.408742311
668,666,519.4,4.297708966
668,669,2463.48,5.044427401
668,850,597.31,3.959738802
669,123,4567.93,0.0345068
669,664,3342.86,4.03574957
669,667,1883.02,4.440538746
669,668,2370.642154,5.019520439
669,851,431.8987267,4.737247952
670,124,1015.14,0.0345068
670,512,251.29,7.617137224
670,519,1071.24,3.307184937
670,521,885.78,4.110804004
670,854,21,10.54669721
670,902,651.9371354,15.12870997
670,905,615.29,10.40389345
671,125,1002.16,0.0345068
671,602,1592.9,4.865158519
671,672,1086.35,3.794487732
671,673,3137.183899,4.251035053
671,676,2728.909927,4.431134959
672,126,205.69,0.0345068
672,603,1238.634602,3.985437816
672,671,1932.466968,3.970915256
672,674,1377.961416,4.244447671
672,722,772.1924455,3.885714614
673,127,1194.48,0.0345068
673,671,2113.616858,4.138788169
673,674,1378.8,3.966055995
673,678,4064.062927,4.359730527
673,683,2367.065453,4.642777555
674,128,1630.49,0.0345068
674,672,989.023615,4.145375552
674,673,1603.071339,3.977502638
674,684,778.95,4.453917413
674,724,983.68,4.656620187
675,129,3856.69,0.0345068
675,404,6195.86838,3.96026829
675,606,1680.53,6.575560732
675,676,1846.803096,4.438146112
675,677,2499.369454,4.16944428
676,130,1881.33,0.0345068
676,607,409.5,7.458082889
676,671,540.17,4.03020126
676,675,4491.169894,4.718020955
676,678,1919.593096,4.260191007
677,131,3640.97,0.0345068
677,406,4398.928049,3.419658211
677,675,2931.323517,4.220378942
677,678,1598.506904,4.649761581
677,687,1646.173457,4.493199609
678,132,4008.23,0.0345068
678,673,2372.33,3.84263149
678,676,1077.589967,4.210192601
678,677,3033.995569,4.707834614
678,688,3451.537391,4.327683723
679,133,8660.26,0.0345068
679,610,4855.178531,5.114753534
679,680,982.12,3.491001959
679,681,3888.251147,5.440142592
680,134,5132.29,0.0345068
680,404,2355.33,1.340824949
680,488,2570.65,3.559883754
680,611,4159.732883,4.932472844
680,679,3608.283171,4.063943415
681,135,7191.49,0.0345068
681,487,2804.87,1.581581246
681,623,5011.261504,6.017731503
681,679,4526.038963,5.9652049
681,691,5259.09,4.136814447
682,136,8331.82,0.0345068
682,406,2140.8,2.633474847
682,487,3786.475462,4.257495538
682,488,2271.317502,3.093698202
682,692,2234.91,4.123438529
683,137,1883.79,0.0345068
683,673,1867.62,4.490738503
683,684,913.59,4.629157854
683,685,3400.008738,4.134331899
683,688,3091.926694,4.692564548
684,138,1328.56,0.0345068
684,674,907.62,4.493378071
684,683,1738.996694,4.775149718
684,728,1311.78,4.038718438
685,139,1252.13,0.0345068
685,411,2808.729028,3.178661336
685,683,3372.227999,4.124902639
685,686,1190.54,3.820684836
685,690,2288.797625,4.003424868
686,140,1420.05,0.0345068
686,685,1235.245915,3.853785305
686,730,695.17,4.164117697
687,141,4271.85,0.0345068
687,407,8483.680474,2.487166452
687,677,1154.2,4.492308412
687,688,3098.882583,4.566597578
687,689,923.6385172,5.13734825
688,142,6332.38,0.0345068
688,678,2393.02,4.30605842
688,683,1330.235286,4.322898356
688,687,5254.454085,4.815465973
688,690,1068.72,5.44122563
689,143,3553.45,0.0345068
689,408,2763.005266,3.428560584
689,687,1748.966735,5.140054466
689,690,1463.073022,4.130799143
689,699,1478.862645,5.638981743
690,144,1795.19,0.0345068
690,410,2161.941497,3.60642175
690,685,803.55,3.942933182
690,688,1630.332703,5.448580442
690,689,3116.079231,4.489453825
691,145,6322.93,0.0345068
691,481,6952.130157,2.987400089
691,486,4853.434193,2.554586412
691,681,7475.50536,4.205042554
691,692,3926.102472,4.366762553
692,146,5256.9,0.0345068
692,407,2979.47,2.584594918
692,682,3423.828795,4.1399138
692,691,7495.357555,4.817811462
692,694,2825.121157,5.341131377
693,147,14124.52,0.0345068
693,479,2458.66,2.045800362
693,483,6237.567366,0.590881716
693,694,2228.31,4.438184809
693,703,1172.901929,5.343019709
694,148,12195.82,0.0345068
694,408,1848.630523,2.425158063
694,539,2048.3,0.668657251
694,692,1900.978235,5.298212848
694,693,4354.761029,4.962628734
695,149,5243.01,0.0345068
695,411,4773.002003,1.127946494
695,696,1096.87,4.109725962
695,697,1141.72395,4.75002344
695,700,1513.04,5.620015312
696,150,1294.27,0.0345068
696,695,2457.451035,4.11374146
696,698,1525.75,4.437629999
696,734,734.7879973,4.348622362
697,151,1757.37,0.0345068
697,695,2572.402003,4.821306937
697,698,1893.557997,4.099414797
697,702,2346.404466,4.109286158
697,809,1142.95,4.095444349
698,152,2694.53,0.0345068
698,696,1998.297997,4.448518534
698,697,2296.95,4.134084619
698,736,1655.9,4.446561229
698,810,134.62,4.784720379
699,153,5519.35,0.0345068
699,538,8269.194953,0.555509477
699,689,1526.85992,5.732267931
699,700,3304.667079,4.321749943
699,701,1744.02605,3.782832512
700,154,7374.85,0.0345068
700,410,3313.674848,2.347549951
700,695,935.48,5.61971158
700,699,3126.754052,4.298503026
700,702,568.5,5.222219265
701,155,2368.18,0.0345068
701,474,2029.76,1.792179222
701,699,5336.824319,4.487270125
701,702,1996.725688,3.76488612
701,813,486.4427148,4.549547022
702,156,2397.03,0.0345068
702,697,2322.18,4.108484069
702,700,2148.505403,5.261776235
702,701,3109.70395,4.790194447
702,814,613.1972852,4.66778863
703,157,6184.31,0.0345068
703,478,4862.032849,2.988972608
703,693,2467.324544,7.034353146
703,704,2840.501363,4.417919863
703,705,1464.65,4.309136253
704,158,5014.39,0.0345068
704,538,2604.569477,4.32201852
704,539,4860.700523,5.619450707
704,703,4317.628451,4.475358051
704,706,746.18,4.664746532
705,159,5064.4,0.0345068
705,476,676.98,2.111785705
705,635,4001.31,4.524861838
705,703,2815.890305,4.552607324
705,706,2555.36808,4.299588379
706,160,3016.66,0.0345068
706,474,3697.982177,3.004504594
706,475,750.3205406,3.181756992
706,704,2627.629974,4.670938808
706,705,3680.69,4.439581165
707,161,2185.88,0.0345068
707,473,530.2662259,4.596150894
707,475,1282.462177,1.791829259
707,476,1997.88,2.881808914
707,638,827.22,4.257095797
708,162,470.53,0.0345068
708,388,147.56,2.97255929
708,709,415.28,7.194623336
